context,question,answer,valid?
KELULUSAN,"Bagaimana penetapan wisudawan berprestasi di UPN ""Veteran"" Jawa Timur dilakukan?","Wisudawan berprestasi ditetapkan berdasarkan kriteria prestasi tertinggi secara akumulatif selama menjadi mahasiswa UPN ""Veteran"" Jawa Timur yang mengacu pada peraturan SKPM, meliputi bidang ilmu pengetahuan, teknologi, hukum, humaniora, olahraga, dan seni budaya di tingkat nasional Internasional.",
ADMINISTRASI HASIL BELAJAR,Informasi apa saja yang termuat dalam Kartu Hasil Studi (KHS)?,"Kartu Hasil Studi (KHS) memuat informasi tentang logo UPN ""Veteran"" Jawa Timur, nama Universitas Pembangunan Nasional ""Veteran"" Jawa Timur, nama lengkap pemilik KHS, Nomor Induk Mahasiswa (NIM), nama program studi, nama fakultas, tempat, tanggal, bulan dan tahun penerbitan KHS, nama, Nomor Induk Pegawai (NIP) dan tanda tangan Wakil Dekan I (Bidang Akademik), stempel fakultas, semua nama mata kuliah yang ditempuh, bobot SKS dan nilai, Indeks Prestasi Semester (IPS), serta Indeks Prestasi Kumulatif (IPK).",
ADMINISTRASI HASIL BELAJAR,Kepada pihak mana saja salinan cetakan Kartu Hasil Studi (KHS) diberikan?,"Salinan cetakan Kartu Hasil Studi (KHS) diterbitkan rangkap empat dan masing-masing diberikan kepada mahasiswa, pembimbing akademik, orang tua/wali, dan arsip administrasi akademik.",
ADMINISTRASI HASIL BELAJAR,Apa syarat agar Kartu Hasil Studi (KHS) dinyatakan sah?,Kartu Hasil Studi (KHS) dinyatakan sah apabila telah ditandatangani oleh Wakil Dekan I (Bidang Akademik).,
ADMINISTRASI HASIL BELAJAR,Siapakah pejabat yang berwenang mengesahkan Kartu Hasil Studi (KHS) agar dinyatakan sah?,KHS yang sah adalah yang telah ditandatangani oleh Wakil Dekan I (Bidang Akademik).,
ADMINISTRASI HASIL BELAJAR,Apa yang direkam secara kronologis dalam riwayat akademik seorang mahasiswa?,"Riwayat akademik merekam secara kronologis semua kegiatan akademik seorang mahasiswa sejak pertama kali masuk sebagai mahasiswa universitas hingga berhenti, baik karena lulus, putus studi, maupun mengundurkan diri.",
ADMINISTRASI HASIL BELAJAR,Untuk tujuan apa riwayat akademik digunakan dan bagi pihak mana saja riwayat tersebut menjadi sumber informasi?,"Riwayat akademik digunakan sebagai sumber informasi bagi mahasiswa, pembimbing akademik, dan program studi tentang keberhasilan studi mahasiswa.",
ADMINISTRASI HASIL BELAJAR,Siapakah pejabat yang bertanggung jawab untuk mengesahkan riwayat akademik yang akan digunakan?,Riwayat akademik yang akan digunakan disahkan oleh Wakil Dekan I (Bidang Akademik).,
ADMINISTRASI HASIL BELAJAR,Kapan ijazah diberikan kepada mahasiswa yang telah menyelesaikan program studi?,"Ijazah diberikan kepada mahasiswa yang telah dinyatakan lulus dari suatu program studi, setelah diputuskan pada pelaksanaan penetapan kelulusan.",
ADMINISTRASI HASIL BELAJAR,Kapan ijazah diberikan kepada mahasiswa?,"Ijazah diberikan kepada mahasiswa yang telah dinyatakan lulus dari suatu program studi, setelah diputuskan pada pelaksanaan penetapan kelulusan.",
ADMINISTRASI HASIL BELAJAR,Informasi apa saja yang wajib termuat dalam sebuah ijazah?,"Ijazah memuat informasi tentang nomor ijazah nasional, logo UPN ""Veteran"" Jawa Timur, nama Universitas Pembangunan Nasional ""Veteran"" Jawa Timur, nomor keputusan dan peringkat akreditasi UPN ""Veteran"" Jawa Timur dan/atau Program Studi, program sarjana, nama program studi, nama lengkap pemilik ijazah, Nomor Induk Mahasiswa (NIM), Nomor Induk Kependudukan (NIK) atau Nomor Paspor untuk mahasiswa asing, tempat dan tanggal lahir pemilik ijazah, gelar akademik/sebutan yang diberikan beserta singkatannya, tanggal, bulan, dan tahun kelulusan, tempat, tanggal, bulan dan tahun penerbitan ijazah, nama, Nomor Induk Pegawai (NIP) dan tanda tangan Rektor dan Dekan, stempel UPN ""Veteran"" Jawa Timur, serta foto pemilik ijazah berwarna ukuran 3 x 4.",
ADMINISTRASI HASIL BELAJAR,"Siapakah yang berwenang menandatangani ijazah di UPN ""Veteran"" Jawa Timur?",Ijazah ditandatangani oleh Rektor dan Dekan.,
ADMINISTRASI HASIL BELAJAR,Dalam bahasa apa ijazah diterbitkan dan siapakah yang menandatangani terjemahan ijazah dalam Bahasa Inggris?,"Ijazah diterbitkan menggunakan Bahasa Indonesia dan dapat diterjemahkan dalam Bahasa Inggris pada lembar yang berbeda, yang ditandatangani oleh Dekan atau pejabat resmi yang ditunjuk dan berwenang untuk menerjemahkan.",
ADMINISTRASI HASIL BELAJAR,"Apa yang dapat dilakukan apabila ijazah hilang atau rusak, dan di mana prosedur penerbitannya diatur?","Apabila ijazah hilang atau rusak, pemilik ijazah dapat meminta surat keterangan pengganti ijazah, dan prosedur penerbitan ijazah serta surat keterangan pengganti ijazah diatur dalam Keputusan Rektor UPN ""Veteran"" Jawa Timur.",
ADMINISTRASI HASIL BELAJAR,Siapakah pihak yang berwenang menandatangani legalisasi fotokopi atau salinan ijazah?,"Wakil Rektor I (Bidang Akademik) dan/atau Dekan, atas nama Rektor, memiliki wewenang untuk menandatangani legalisasi fotokopi atau salinan ijazah.",
ADMINISTRASI HASIL BELAJAR,Apa syarat penyerahan ijazah kepada mahasiswa?,Ijazah akan diserahkan apabila mahasiswa telah memenuhi semua persyaratan administrasi di tingkat fakultas dan/atau di tingkat universitas.,
ADMINISTRASI HASIL BELAJAR,Kapan transkrip akademik diberikan kepada mahasiswa?,Transkrip akademik diberikan kepada mahasiswa yang telah dinyatakan lulus dari suatu program studi setelah diputuskan dalam penetapan kelulusan di acara yudisium.,
ADMINISTRASI HASIL BELAJAR,Informasi spesifik apa saja yang berkaitan dengan riwayat akademik mahasiswa yang dicantumkan dalam transkrip akademik?,"Transkrip akademik memuat daftar semua nama mata kuliah yang ditempuh dan lulus, bobot SKS, nilai yang telah diperoleh mulai semester pertama sampai dengan semester akhir, Indeks Prestasi Kumulatif (IPK), dan predikat kelulusan.",
ADMINISTRASI HASIL BELAJAR,"Selain informasi mengenai hasil belajar, data administratif penting apa saja yang harus tercantum pada transkrip akademik?","Data administratif penting yang harus tercantum pada transkrip akademik meliputi nomor transkrip akademik, nomor ijazah nasional, program sarjana, nama program studi, nama lengkap pemilik transkrip, tempat dan tanggal lahir pemilik transkrip, Nomor Induk Mahasiswa (NIM), tanggal kelulusan, serta tempat dan tanggal penerbitan transkrip akademik.",
ADMINISTRASI HASIL BELAJAR,Elemen-elemen apa saja yang menjamin keabsahan dan keaslian transkrip akademik?,"Elemen-elemen yang menjamin keabsahan dan keaslian transkrip akademik meliputi logo UPN ""Veteran"" Jawa Timur, nama Universitas Pembangunan Nasional ""Veteran"" Jawa Timur, nomor keputusan akreditasi UPN ""Veteran"" Jawa Timur dan/atau Program Studi, stempel UPN ""Veteran"" Jawa Timur, serta nama, Nomor Induk Pegawai (NIP), dan tanda tangan Rektor dan Dekan.",
ADMINISTRASI HASIL BELAJAR,Mata kuliah apa saja yang dicantumkan dalam transkrip akademik mahasiswa?,"Semua mata kuliah yang ditempuh oleh mahasiswa, termasuk yang mengulang dan yang diperoleh melalui transfer kredit atau perolehan kredit, dicantumkan dalam transkrip akademik.",
ADMINISTRASI HASIL BELAJAR,Siapakah pihak yang bertanggung jawab menandatangani transkrip akademik?,Transkrip akademik ditandatangani oleh Rektor dan Dekan.,
ADMINISTRASI HASIL BELAJAR,Pada kondisi apakah Surat Keterangan Pendamping Ijazah (SKPI) diberikan kepada mahasiswa?,"SKPI diberikan kepada mahasiswa yang telah dinyatakan lulus dari suatu program studi, setelah keputusan penetapan kelulusan dibuat.",
ADMINISTRASI HASIL BELAJAR,Informasi apa saja yang termuat dalam Surat Keterangan Pendamping Ijazah (SKPI)?,"SKPI memuat informasi tentang logo UPN ""Veteran"" Jawa Timur, nama Universitas Pembangunan Nasional ""Veteran"" Jawa Timur, nomor SKPI, nomor ijazah nasional, nomor keputusan akreditasi UPN ""Veteran"" Jawa Timur dan/atau Program Studi, nama program studi, nama lengkap pemilik SKPI, tempat dan tanggal lahir pemilik SKPI, Nomor induk Mahasiswa (NIM), tanggal, bulan, tahun masuk dan kelulusan, nomor seri ijazah, gelar akademik/ sebutan yang diberikan beserta singkatannya, jenis pendidikan akademik, program Sarjana, capaian pembelajaran lulusan sesuai KKNI secara naratif, level KKNI (Kerangka Kualifikasi Nasional Indonesia), bahasa pengantar kuliah, sistem penilaian, jenis dan jenjang pendidikan tinggi lanjutan, serta skema tentang sistem pendidikan tinggi.",
ADMINISTRASI HASIL BELAJAR,Kapan tanggal penerbitan Surat Keterangan Pendamping Ijazah (SKPI) ditetapkan?,Tanggal penerbitan SKPI adalah tanggal penerbitan ijazah.,
ADMINISTRASI HASIL BELAJAR,Oleh siapa Surat Keterangan Pendamping Ijazah (SKPI) ditandatangani?,SKPI ditandatangani oleh Dekan.,
ADMINISTRASI HASIL BELAJAR,Kapan tanggal penerbitan Surat Keterangan Pendamping Ijazah (SKPI) ditetapkan?,Tanggal penerbitan Surat Keterangan Pendamping Ijazah (SKPI) ditetapkan sama dengan tanggal penerbitan ijazah.,
ADMINISTRASI HASIL BELAJAR,Berapa kali Surat Keterangan Pendamping Ijazah (SKPI) diterbitkan bagi setiap lulusan?,Surat Keterangan Pendamping Ijazah (SKPI) diterbitkan satu kali bagi setiap lulusan.,
ADMINISTRASI HASIL BELAJAR,Apa syarat penyerahan Surat Keterangan Pendamping Ijazah (SKPI) kepada mahasiswa?,Surat Keterangan Pendamping Ijazah (SKPI) akan diserahkan apabila mahasiswa telah memenuhi semua persyaratan administrasi di tingkat fakultas dan/atau di tingkat universitas.,
PENGGANTIAN IJAZAH,Dalam kondisi apa Surat Keterangan Pengganti Ijazah dapat diterbitkan bagi alumni?,Surat Keterangan Pengganti Ijazah dapat diterbitkan apabila ijazah asli alumni rusak atau hilang.,
PENGGANTIAN IJAZAH,Kapan Surat Keterangan Perbaikan Penulisan Ijazah dapat diterbitkan?,Surat Keterangan Perbaikan Penulisan Ijazah akan diterbitkan jika terdapat kesalahan dalam penulisan ijazah.,
PENGGANTIAN IJAZAH,Bagaimana prosedur pengajuan penerbitan Surat Keterangan Pengganti Ijazah dan Surat Keterangan Perbaikan Penulisan Ijazah?,Penerbitan kedua surat keterangan tersebut diajukan oleh Dekan kepada Rektor atas permohonan pemilik ijazah yang harus dilengkapi dengan bukti-bukti kuat.,
PENGELOLAAN DATA AKADEMIK,Apa saja ruang lingkup yang dicakup dalam pengelolaan data akademik?,"Pengelolaan data akademik meliputi penerbitan, pengesahan, pengumuman, penyimpanan, kerahasiaan, dan segala hal yang berkaitan dengan pengelolaan kearsipan atas segala dokumen akademik.",
PENGELOLAAN DATA AKADEMIK,Siapa saja pihak yang bertanggung jawab terhadap pengelolaan data akademik pada berbagai tingkatan di universitas?,"Pihak yang bertanggung jawab adalah Rektor atau pejabat yang ditugaskan di tingkat universitas, Dekan atau pejabat yang ditugaskan di tingkat fakultas, serta Ketua Jurusan/Koordinator Program Studi atau pejabat yang ditugaskan di tingkat program studi.",
PENGELOLAAN DATA AKADEMIK,Bagaimana pengaturan lebih lanjut mengenai pengelolaan data akademik akan ditetapkan?,"Pengaturan lebih lanjut mengenai pengelolaan data akademik akan diatur dengan Peraturan Rektor UPN ""Veteran"" Jawa Timur.",
BIMBINGAN DAN KONSELING,Mahasiswa dalam kondisi seperti apa yang perlu melakukan bimbingan dan konseling?,Mahasiswa yang mempunyai masalah akademik perlu melakukan bimbingan dan konseling.,
BIMBINGAN DAN KONSELING,Di tingkat manakah pelaksanaan bimbingan dan konseling dapat diselenggarakan?,Pelaksanaan bimbingan dan konseling dapat diselenggarakan di tingkat universitas atau di tingkat fakultas/program studi.,
BIMBINGAN DAN KONSELING,Siapa pihak yang bertanggung jawab dalam melaksanakan bimbingan dan konseling di tingkat universitas dan di tingkat fakultas/program studi?,"Pihak yang bertanggung jawab dalam melaksanakan bimbingan dan konseling di tingkat universitas adalah Unit Pelaksana Pelayanan Bimbingan dan Konseling Mahasiswa, sementara di tingkat fakultas/program studi adalah Pembimbing Akademik.",
PELANGGARAN AKADEMIK,Apa saja yang dikategorikan sebagai pelanggaran akademik ringan?,"Pelanggaran akademik ringan mencakup penyontekan dan/atau perbuatan curang, perbantuan atau percobaan perbantuan pelanggaran akademik ringan, serta penyertaan dalam pelanggaran akademik ringan.",
PELANGGARAN AKADEMIK,Apa saja contoh pelanggaran akademik sedang?,"Contoh pelanggaran akademik sedang adalah perjokian, pengulangan atas pelanggaran akademik ringan, perbantuan atau percobaan perbantuan pelanggaran akademik sedang, dan penyertaan dalam pelanggaran akademik sedang.",
PELANGGARAN AKADEMIK,Sebutkan jenis-jenis pelanggaran akademik berat.,"Jenis-jenis pelanggaran akademik berat meliputi plagiat, pemalsuan, gratifikasi dan penyuapan, penghinaan, tindak pidana yang diancam hukuman penjara 1 (satu) tahun atau lebih, pengulangan atas pelanggaran akademik sedang, pelanggaran administrasi dan tata tertib berat, perbantuan atau percobaan perbantuan pelanggaran akademik berat, serta penyertaan dalam pelanggaran akademik berat.",
PELANGGARAN AKADEMIK,Sanksi apa saja yang dapat diberikan kepada mahasiswa yang melakukan pelanggaran akademik ringan?,"Sanksi yang dapat diberikan meliputi peringatan keras secara lisan oleh dosen atau panitia ujian, peringatan keras secara tertulis oleh pimpinan fakultas, ketua departemen, program studi, atau ketua bagian, pengurangan nilai ujian, dan/atau pernyataan tidak lulus pada mata kuliah atau kegiatan akademik yang dilaksanakan oleh dosen pengampu.",
PELANGGARAN AKADEMIK,Berapa lama seorang mahasiswa dapat dicabut hak atau izinnya mengikuti kegiatan akademik akibat pelanggaran akademik sedang?,"Mahasiswa dapat dicabut hak atau izinnya mengikuti kegiatan akademik paling lama 2 (dua) semester oleh pimpinan UPN ""Veteran"" Jawa Timur.",
PELANGGARAN AKADEMIK,Apa bentuk sanksi tertinggi yang dapat dikenakan terhadap mahasiswa yang melakukan pelanggaran akademik berat?,"Sanksi tertinggi yang dapat dikenakan adalah pemecatan atau dikeluarkan, yang berarti pencabutan status kemahasiswaan secara permanen oleh pimpinan UPN ""Veteran"" Jawa Timur.",
PELANGGARAN AKADEMIK,"Apa sanksi yang dikenakan kepada alumni UPN ""Veteran"" Jawa Timur yang terbukti melakukan pelanggaran akademik berat?","Sanksi untuk alumni yang terbukti melakukan pelanggaran akademik berat selama menempuh studi di UPN ""Veteran"" Jawa Timur adalah pencabutan ijazah, transkrip, dan SKPI, serta kehilangan haknya untuk melanjutkan studi di universitas tersebut.",
PELANGGARAN AKADEMIK,Bagaimana penetapan sanksi terhadap dosen atau tenaga administrasi yang terlibat dalam pelanggaran akademik?,Sanksi terhadap dosen atau tenaga administrasi yang terlibat dalam pelanggaran akademik ditetapkan berdasarkan peraturan perundang-undangan yang berlaku.,
PELANGGARAN AKADEMIK,Bagaimana prosedur penetapan sanksi terhadap mahasiswa yang melakukan pelanggaran akademik ringan?,Prosedur penetapan sanksi terhadap mahasiswa yang melakukan pelanggaran akademik ringan meliputi penetapan bukti pelanggaran; konfirmasi bukti dan pelanggaran oleh dosen pengampu/ Ketua Jurusan/ Koordinator Program Studi; dan penetapan sanksi oleh dosen pengampu/ Ketua Jurusan/ Koordinator Program Studi.,
PELANGGARAN AKADEMIK,Siapakah yang berwenang menunjuk tim pemeriksa dalam prosedur penetapan sanksi pelanggaran akademik sedang dan berat?,"Dekan berwenang menunjuk tim pemeriksa untuk memeriksa dan mengumpulkan fakta, data, atau informasi terhadap dugaan terjadinya pelanggaran akademik sedang dan/atau berat.",
PELANGGARAN AKADEMIK,Bagaimanakah susunan kepemimpinan dan keanggotaan tim pemeriksa untuk dugaan pelanggaran akademik sedang dan berat?,"Tim pemeriksa dipimpin oleh Dekan, dengan Wakil Dekan bidang Akademik (Wadek I) sebagai sekretaris, serta Koordinator Program Studi sebagai anggota.",
PELANGGARAN AKADEMIK,Kewenangan apa saja yang dimiliki oleh tim pemeriksa dalam menjalankan tugasnya terhadap dugaan pelanggaran akademik sedang dan berat?,Tim pemeriksa mempunyai kewenangan untuk memanggil pihak-pihak yang terkait dan meminta data serta bukti atas dugaan terjadinya pelanggaran akademik sedang dan/atau berat.,
PELANGGARAN AKADEMIK,Kepada siapa hasil pemeriksaan dugaan pelanggaran akademik sedang dan/atau berat diserahkan pada tahap awal?,Hasil pemeriksaan tim pemeriksa terhadap dugaan terjadinya pelanggaran akademik sedang dan/atau berat diserahkan kepada Dekan untuk kemudian disampaikan kepada pimpinan universitas.,
PELANGGARAN AKADEMIK,Pihak manakah yang memiliki kewenangan untuk membentuk tim penyelesaian pelanggaran akademik?,Pimpinan universitas beserta PPID membentuk tim penyelesaian pelanggaran akademik setelah memperhatikan dan mempertimbangkan berita acara hasil pemeriksaan dan pengumpulan fakta/data/informasi atas kasus tersebut.,
PELANGGARAN AKADEMIK,Siapa saja yang menjadi anggota tim penyelesaian pelanggaran akademik?,"Tim penyelesaian pelanggaran akademik terdiri atas pimpinan universitas, 3 (tiga) orang pakar hukum yang ditunjuk oleh pimpinan universitas atas usulan dari PPID, pimpinan fakultas pelapor, dan tenaga administrasi sebagai pencatat jalannya sidang.",
PELANGGARAN AKADEMIK,Apa peran tenaga administrasi dalam pelaksanaan sidang yang berkaitan dengan dugaan pelanggaran akademik?,Tenaga administrasi berperan sebagai pencatat jalannya sidang.,
PELANGGARAN AKADEMIK,Hak apa yang diberikan kepada mahasiswa yang diduga melakukan pelanggaran akademik sedang dan/atau berat selama proses sidang?,Mahasiswa yang diduga melakukan pelanggaran akademik sedang dan/atau berat diberi hak untuk membela diri selama proses sidang.,
PELANGGARAN AKADEMIK,Faktor-faktor apa yang menjadi pertimbangan pimpinan universitas dalam memutuskan penjatuhan sanksi terhadap mahasiswa berdasarkan hasil sidang khusus?,Pimpinan universitas mempertimbangkan bobot atau jenis pelanggaran akademik dan sanksi yang dapat dikenakan.,
PELANGGARAN AKADEMIK,Sanksi akademik berat berupa apakah yang dapat dikenakan kepada mahasiswa yang melakukan pelanggaran akademik berat?,"Sanksi akademik berat yang dapat dikenakan kepada mahasiswa yang melakukan pelanggaran akademik berat adalah pemberhentian status sebagai mahasiswa UPN ""Veteran"" Jawa Timur secara permanen.",
PELANGGARAN AKADEMIK,Apakah pengenaan sanksi akademik berat atas pelanggaran akademik berat tetap dapat diberlakukan meskipun tidak diproses di pengadilan?,"Ya, pengenaan sanksi akademik berat tersebut tetap dapat diberlakukan meskipun pelanggaran akademik berat tidak diproses di pengadilan.",
PELANGGARAN AKADEMIK,"Dalam kondisi apakah pimpinan universitas dapat menjatuhkan sanksi pemberhentian sementara kepada mahasiswa, dan berapa lama durasi sanksi tersebut?",Pimpinan universitas dapat menjatuhkan sanksi pemberhentian sementara dalam hal mahasiswa yang diduga melakukan tindak pidana menjalani masa penahanan dan atau telah mendapat putusan Pengadilan Negeri yang menyatakan mahasiswa tersebut bersalah. Sanksi ini dapat berlaku paling lama 2 (dua) semester dan dihitung sebagai masa studi.,
PELANGGARAN AKADEMIK,Bagaimana perlakuan terhadap masa studi seorang mahasiswa apabila ia masih dalam penahanan setelah sanksi pemberhentian sementara yang dijalaninya selesai?,Masa studi mahasiswa yang bersangkutan akan dibantarkan atau sementara tidak dihitung sampai adanya putusan pengadilan yang mempunyai kekuatan hukum tetap.,
PELANGGARAN AKADEMIK,Dalam kondisi apakah masa studi selama penahanan atau pemberhentian sementara seorang mahasiswa yang diduga melakukan tindak pidana akan tetap dihitung sebagai masa studi?,"Masa studi tersebut akan dihitung sebagai masa studi apabila pada putusan pengadilan yang telah berkekuatan hukum tetap, mahasiswa yang bersangkutan dinyatakan bersalah dan dikenai sanksi pidana.",
PELANGGARAN AKADEMIK,Kapan sanksi akademik berat berupa pemberhentian permanen status mahasiswa dapat dikenakan?,Sanksi akademik berat berupa pemberhentian permanen status mahasiswa dapat dikenakan setelah adanya putusan pengadilan berkekuatan hukum tetap yang menyatakan mahasiswa yang bersangkutan bersalah dan dikenai sanksi pidana.,
PELANGGARAN AKADEMIK,Apa hak yang dimiliki mahasiswa yang dikenai sanksi karena melakukan pelanggaran akademik dalam segala tingkatan?,Mahasiswa yang dikenai sanksi karena melakukan pelanggaran akademik dalam segala tingkatan mempunyai hak untuk menyampaikan keberatan dan/atau banding administratif.,
PELANGGARAN AKADEMIK,Berapa lama tenggang waktu pengajuan keberatan atau banding administratif atas putusan sanksi akademik?,Tenggang waktu pengajuan keberatan dan/atau banding administratif adalah 14 (empat belas) hari sejak diterimanya pemberitahuan putusan sanksi akademik.,
PENUTUP,Apa konsekuensi terhadap peraturan akademik sebelumnya yang bertentangan dengan isi Peraturan Rektor ini?,Segala peraturan akademik sebelumnya yang bertentangan dengan isi Peraturan Rektor ini dinyatakan tidak berlaku.,
PENUTUP,Sejak kapan Peraturan Rektor ini mulai berlaku?,Peraturan Rektor ini berlaku sejak tanggal ditetapkan.,
