context,question,answer,pasal,ayat
pindah studi,Apa beberapa alasan yang dapat digunakan oleh Rektor untuk menetapkan ketentuan yang berbeda?,"Beberapa alasan yang dapat digunakan adalah kasus politik, kerusuhan, keamanan, dan bencana alam.",44,8
pindah studi,Apakah pengajuan permohonan pindah studi dari PTN lain dapat dilakukan melalui buku Pedoman Akademik?,"Ya, tata cara pengajuan permohanan pindah studi dari PTN lain diatur dalam buku Pedoman Akademik.",44,9
pindah studi,Bagian mana yang mengatur tentang pindah studi dari perguruan tinggi luar negeri dalam buku Pedoman Akademik?,Bagian Ketiga Pindah Studi dari Perguruan Tinggi Luar Negeri.,44,9
pindah studi,"Apakah UPN ""Veteran"" Jawa Timur dapat menerima mahasiswa pindahan?","Ya, UPN ""Veteran"" Jawa Timur dapat menerima mahasiswa pindahan yang berasal dari perguruan tinggi luar negeri.",45,1
pindah studi,"Dari mana asal mahasiswa pindahan yang dapat diterima oleh UPN ""Veteran"" Jawa Timur?","Asal mahasiswa pindahan yang dapat diterima oleh UPN ""Veteran"" Jawa Timur adalah perguruan tinggi luar negeri.",45,1
pindah studi,Apakah syarat untuk menjadi mahasiswa WNI/WNA pindahan di UPN “Veteran” Jawa Timur?,"Mahasiswa harus berasal dari perguruan tinggi luar negeri yang diakui oleh Kementerian Pendidikan dan Kebudayaan, serta telah mengikuti pendidikan sekurang-kurangnya 2 (dua) semester.",45,2
pindah studi,Apakah ada batas waktu untuk mengajukan permohonan pindah studi?,"Ya, pengajuan permohonan pindah studi harus diajukan paling lambat 4 (empat) minggu sebelum awal kuliah Semester Gasal dimulai.",45,3
pindah studi,Apa saja persyaratan yang harus diserahkan oleh mahasiswa WNA dari perguruan tinggi luar negeri untuk pindah studi ke UPN “Veteran” Jawa Timur?,"Persyaratan yang harus diserahkan adalah daftar riwayat hidup, fotokopi/ salinan ijazah dan transkrip akademik, surat keterangan jaminan pembiayaan selama mengikuti pendidikan di Indonesia berupa bank account, fotokopi paspor yang masih berlaku minimal 1 (satu) tahun, surat pernyataan tidak akan bekerja selama belajar di Indonesia, surat pernyataan mematuhi peraturan perundangan-undangan yang berlaku di Indonesia, pasfoto terbaru, surat keterangan kesehatan dari instansi berwenang, dan surat izin dari Kementerian Pendidikan dan Kebudayaan.",45,4
pindah studi,Apa saja persyaratan yang harus diserahkan oleh mahasiswa WNI dari perguruan tinggi luar negeri yang akan pindah studi ke UPN “Veteran” Jawa Timur?,"Persyaratan yang harus diserahkan adalah daftar riwayat hidup, fotokopi/salinan ijazah dan transkrip akademik, surat pernyataan mematuhi peraturan perundangan-undangan di Indonesia, pasfoto terbaru, dan surat keterangan kesehatan dari instansi berwenang.",45,5
putus studi,Apakah kondisi apa saja yang menyebabkan mahasiswa dinyatakan putus studi?,"Mahasiswa dinyatakan putus studi jika melebihi batas studi 7 (tujuh) tahun, tidak aktif selama 2 (dua) semester berturut-turut atau 4 (empat) semester secara tidak berurutan, dinyatakan tidak laik lanjut studi atas dasar pertimbangan tes kesehatan, mendapat sanksi atas pelanggaran akademik berat, atau mendapat keputusan pengadilan yang telah mempunyai kekuatan hukum tetap dengan hukuman sekurang-kurangnya 2 (dua) semester.",46,1
putus studi,Apakah mahasiswa yang tidak laik melanjutkan studi dapat mengajukan permohonan undur diri?,"Ya, bagi mahasiswa yang tidak laik melanjutkan studi dapat mengajukan surat permohonan undur diri.

Context: putus studi",46,2
putus studi,Bagaimana prosedur jika mahasiswa tidak mengajukan undur diri dalam waktu 2 (dua) bulan?,"Jika dalam waktu paling lambat 2 (dua) bulan sejak dinyatakan tidak laik lanjut studi, Rektor menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pemutusan hubungan studi.",46,2
putus studi,Bagaimana prosedur yang harus diikuti oleh Dekan setelah keputusan tim hukum UPN “Veteran” Jawa Timur mengeluarkan putusan mahasiswa?,"Dalam waktu paling lambat 1 (satu) bulan setelah keputusan, Dekan mengajukan surat permohonan kepada Rektor untuk diterbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang putus studi.",46,3
putus studi,Apa yang dilakukan oleh Rektor setelah menerima usulan dari Dekan?,Rektor berdasarkan usulan dari Dekan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pemutusan hubungan studi.,46,3
kelulusan,Apa persyaratan utama untuk dinyatakan lulus sebagai mahasiswa?,"Mahasiswa harus memenuhi persyaratan yang telah ditetapkan, yaitu telah lulus ujian tugas akhir/skripsi, menyerahkan revisi tugas akhir/skripsi yang lolos dari deteksi anti plagiarisme, berstatus aktif pada semester tersebut, menyelesaikan semua kewajiban administratif, dan mengunggah tugas akhir/skripsi pada repository UPN ""Veteran"" Jawa Timur.",47,1
kelulusan,Apakah status mahasiswa yang masih aktif dapat dinyatakan lulus?,"Ya, status mahasiswa yang masih aktif pada semester tersebut adalah salah satu persyaratan untuk dinyatakan lulus.",47,1
kelulusan,Apakah syarat untuk mengunggah tugas akhir/skripsi pada repository UPN “Veteran” Jawa Timur?,Tidak ada informasi yang jelas tentang syarat mengunggah tugas akhir/skripsi pada repository UPN “Veteran” Jawa Timur.,47,1
kelulusan,Apakah cara yang digunakan untuk menentukan kelulusan mahasiswa?,Kelulusan mahasiswa dinyatakan melalui penetapan kelulusan di fakultas.,47,2
kelulusan,Bagaimana proses penetapan kelulusan sebagaimana yang dimaksud pada ayat (2) tersebut diselenggarakan?,Penetapan kelulusan sebagaimana yang dimaksud pada ayat (2) tersebut diselenggarakan melalui yudisium di tingkat fakultas.,47,3
kelulusan,Apakah yang terjadi pada mahasiswa yang tidak menyerahkan revisi dalam waktu 1 (satu) bulan sejak pelaksanaan ujian tugas akhir/ skripsi?,Mahasiswa tersebut wajib mengikuti ujian ulang.,47,4
kelulusan,Apa saja predikat yang dapat diberikan kepada lulusan setelah menyelesaikan program sarjana?,"Predikat yang dapat diberikan adalah Memuaskan, Sangat Memuaskan, dan Pujian (Cumlaude).

Context: kelulusan",47,5
kelulusan,Bagaimana proses penilaian untuk menentukan predikat kelulusan?,Tidak ada informasi tentang proses penilaian dalam teks tersebut.,47,5
kelulusan,"Apakah nilai IPK yang diperlukan untuk mendapatkan predikat kelulusan ""memuaskan""?","Nilai IPK yang diperlukan adalah 2,76 (dua koma tujuh enam) sampai dengan 3,00 (tiga koma nol nol).",47,6
kelulusan,"Apakah nilai IPK yang diperlukan untuk memperoleh predikat kelulusan ""sangat memuaskan""?","Nilai IPK yang diperlukan adalah 3,01 (tiga koma nol satu) sampai dengan 3,50 (tiga koma lima nol).",47,7
kelulusan,"Apakah IPK minimal yang harus dicapai untuk mendapatkan predikat kelulusan ""pujian"" (cumlaude)?","IPK 3,51 sampai dengan 4,00.",47,8
kelulusan,"Apa yang menjadi pertimbangan untuk menentukan predikat kelulusan ""pujian"" (cumlaude)?","Predikat kelulusan ""pujian"" (cumlaude) ditentukan dengan memperhatikan masa studi terjadwal (n semester) ditambah 1 (satu) semester.",47,9
kelulusan,"Apa yang diberikan Rektor kepada lulusan dengan predikat ""pujian""?",Piagam.,47,10
kelulusan,Berapa kali periode kelulusan yang diselenggarakan oleh UPN “Veteran” Jawa Timur dalam 1 tahun?,Sekurang-kurangnya 3 (tiga) kali.,48,1
kelulusan,Apakah mahasiswa yang telah dinyatakan lulus dari pendidikan sarjana di UPN “Veteran” Jawa Timur wajib mengikuti upacara wisuda?,"Ya, mereka wajib mengikuti upacara wisuda pada periode kelulusannya atau selambat-lambatnya 1 (satu) periode wisuda berikutnya sejak dinyatakan lulus.",48,2
kelulusan,Apakah mahasiswa yang belum mengikuti wisuda dapat mendapatkan ijazah dan transkrip asli?,"Tidak, karena menurut ketentuan tersebut, mereka belum bisa mendapatkan ijazah dan transkrip asli.",48,3
kelulusan,Apa saja dokumen yang diberikan kepada mahasiswa yang telah dinyatakan lulus?,"Ijazah, transkrip akademik, SKPI.",48,4
kelulusan,Siapakah yang memberikan ucapan selamat kepada mahasiswa yang telah lulus?,Rektor.,48,4
kelulusan,Apa syarat utama untuk menentukan mahasiswa terbaik?,IPK tertinggi.,48,5
kelulusan,Apakah kriteria prestasi yang digunakan untuk menetapkan wisudawan berprestasi?,"Prestasi tertinggi secara akumulatif selama menjadi mahasiswa UPN “Veteran” Jawa Timur, meliputi bidang ilmu pengetahuan, teknologi, hukum, humniora, olahraga, seni budaya di tingkat nasional/internasional.",48,6
kelulusan,"Apakah gelar yang diberikan kepada lulusan UPN ""Veteran"" Jawa Timur adalah gelar sarjana?","Ya, gelar sarjana adalah gelar yang diberikan kepada lulusan UPN ""Veteran"" Jawa Timur yang telah dinyatakan lulus pendidikan akademik program sarjana.",49,1
kelulusan,"Apakah jenis gelar akademik yang diberikan kepada lulusan Universitas Pembangunan Nasional ""Veteran"" Jawa Timur?","Gelar akademik yang diberikan kepada lulusan Universitas Pembangunan Nasional ""Veteran"" Jawa Timur sesuai dengan peraturan yang berlaku dan diatur dalam Peraturan Rektor UPN “Veteran” Jawa Timur.",49,2
kelulusan,"Apakah aturan yang mengatur sebutan gelar akademik dan singkatannya bagi lulusan Universitas Pembangunan Nasional ""Veteran"" Jawa Timur?","Aturan yang mengatur sebutan gelar akademik dan singkatannya bagi lulusan Universitas Pembangunan Nasional ""Veteran"" Jawa Timur diatur dalam Peraturan Rektor UPN “Veteran” Jawa Timur.",49,2
administrasi hasil belajar,Apa saja informasi yang terkandung dalam KHS (Kartu Hasil Studi)?,"Informasi yang terkandung dalam KHS adalah logo UPN “Veteran” Jawa Timur, nama Universitas Pembangunan Nasional “Veteran” Jawa Timur, nama lengkap pemilik KHS, Nomor Induk Mahasiswa (NIM), nama program studi, nama fakultas, tempat, tanggal, bulan dan tahun penerbitan KHS, serta nama, Nomor Induk Pegawai (NIP) dan tanda tangan Wakil Dekan I.",50,1
administrasi hasil belajar,Apakah bentuk cetakan KHS yang diterbitkan oleh universitas?,KHS diterbitkan dalam bentuk cetakan rangkap 4 (empat).,50,2
administrasi hasil belajar,Siapakah yang bertanggung jawab menandatangani KHS yang sah?,Wakil Dekan I (Bidang Akademik).,50,3
administrasi hasil belajar,Apa yang dimaksud dengan riwayat akademik?,Riwayat akademik adalah catatan secara kronologis tentang kegiatan akademik seorang mahasiswa sejak pertama kali masuk sebagai mahasiswa universitas hingga berhenti.,51,1
administrasi hasil belajar,Apa saja hal-hal yang dicatat dalam riwayat akademik?,"Dalam riwayat akademik, dicatat semua kegiatan akademik mahasiswa, baik kehadiran kuliah, nilai mata pelajaran, maupun status keaktifan sebagai mahasiswa.",51,1
administrasi hasil belajar,Apakah status akademik mahasiswa dapat dilihat di mana?,Status akademik mahasiswa dapat dilihat baik di database BAKPK maupun di Fakultas.,51,2
administrasi hasil belajar,Apa tujuan utama dari riwayat akademik?,"Riwayat akademik digunakan sebagai sumber informasi bagi mahasiswa, pembimbing akademik, dan program studi tentang keberhasilan studi mahasiswa.",51,3
administrasi hasil belajar,Siapa saja yang menggunakan riwayat akademik sebagai sumber informasi?,"Mahasiswa, pembimbing akademik, dan program studi menggunakan riwayat akademik sebagai sumber informasi.",51,3
administrasi hasil belajar,Apa yang dapat dilakukan dengan riwayat akademik?,Riwayat akademik dapat diterbitkan untuk keperluan tertentu atas permintaan mahasiswa.,51,4
administrasi hasil belajar,Siapa yang dapat meminta riwayat akademik?,Mahasiswa dapat meminta riwayat akademik.,51,4
administrasi hasil belajar,Siapa yang bertanggung jawab untuk menyahkan riwayat akademik?,"Wakil Dekan Bidang Akademik.

Context: administrasi hasil belajar",51,5
administrasi hasil belajar,Bagian mana yang berkaitan dengan penyahan riwayat akademik?,Bagian Ketiga Ijazah.,51,5
administrasi hasil belajar,Apakah ijazah diberikan kepada mahasiswa yang belum dinyatakan lulus?,"Tidak, karena ijazah hanya diberikan kepada mahasiswa yang telah dinyatakan lulus dari suatu program studi.",52,1
administrasi hasil belajar,Bagaimana proses penetapan kelulusan untuk mendapatkan ijazah?,Proses penetapan kelulusan dilakukan setelah diputuskan pada pelaksanaan penetapan kelulusan.,52,1
administrasi hasil belajar,Apakah informasi yang terdapat dalam ijazah?,"Ijazah memuat informasi tentang nomor ijazah nasional, logo UPN “Veteran” Jawa Timur, nama Universitas, nomor keputusan dan peringkat akreditasi UPN “Veteran” Jawa Timur dan/atau Program Studi, serta informasi lainnya yang terkait.",52,2
administrasi hasil belajar,"Apa bentuk huruf yang digunakan untuk menulis ijazah di UPN ""Veteran"" Jawa Timur?",Huruf dan ukuran yang dibakukan oleh UPN “Veteran” Jawa Timur.,52,3
administrasi hasil belajar,"Siapa yang membakukan bentuk huruf dan ukuran tulisan ijazah di UPN ""Veteran"" Jawa Timur?",UPN “Veteran” Jawa Timur.,52,3
administrasi hasil belajar,Apakah tanggal penerbitan ijazah terkait dengan tanggal penetapan Julusan di yudisium?,"Ya, tanggal penerbitan ijazah adalah tanggal penetapan Julusan di yudisium.",52,4
administrasi hasil belajar,Siapa yang menandatangani ijazah?,Ijazah ditandatangani oleh Rektor dan Dekan.,52,5
administrasi hasil belajar,Apakah ijazah dapat diterjemahkan dalam Bahasa Inggris?,"Ya, ijazah dapat diterjemahkan dalam Bahasa Inggris pada lembar yang berbeda.",52,6
administrasi hasil belajar,Siapa yang memiliki wewenang untuk menterjemahkan ijazah dari Bahasa Indonesia ke Bahasa Inggris?,Dekan atau pejabat resmi yang ditunjuk dan berwenang.,52,6
administrasi hasil belajar,Apakah ijazah hanya diterbitkan sekali bagi setiap lulusan?,"Ya, ijazah diterbitkan satu kali bagi setiap lulusan.",52,7
administrasi hasil belajar,Bagaimana jika ijazah saya hilang atau rusak?,"Pemilik ijazah dapat meminta surat keterangan pengganti ijazah. 

 Context: administrasi hasil belajar",52,8
administrasi hasil belajar,Apa yang harus dilakukan oleh pemilik ijazah yang hilang atau rusak?,Mereka dapat meminta surat keterangan pengganti ijazah.,52,8
administrasi hasil belajar,Bagaimana prosedur penerbitan ijazah dan surat keterangan pengganti ijazah diatur?,Prosedur penerbitan ijazah dan surat keterangan pengganti ijazah diatur dalam Keputusan Rektor UPN “Veteran” Jawa Timur.,52,9
administrasi hasil belajar,Siapa yang bertindak sebagai penanda tangan legalisasi fotocopy atau salinan ijazah?,"Wakil Rektor I (Bidang Akademik) dan / atau Dekan, atas nama Rektor.",52,10
administrasi hasil belajar,Apa yang harus dipenuhi oleh mahasiswa untuk menerima ijazah?,Mahasiswa harus memenuhi semua persyaratan administrasi di tingkat fakultas dan/ atau di tingkat universitas.,52,11
administrasi hasil belajar,Apakah transkrip akademik diberikan kepada mahasiswa yang belum lulus dari suatu program studi?,"Tidak, transkrip akademik hanya diberikan kepada mahasiswa yang telah dinyatakan lulus.",53,1
administrasi hasil belajar,Bagaimana proses penetapan kelulusan di acara yudisium yang menentukan apakah mahasiswa dapat menerima transkrip akademik?,Proses penetapan kelulusan di acara yudisium adalah tahap akhir dalam menentukan apakah mahasiswa telah lulus dari suatu program studi dan layak menerima transkrip akademik.,53,1
administrasi hasil belajar,Apa saja informasi yang termasuk dalam transkrip akademik?,"Transkrip akademik memuat informasi tentang logo UPN “Veteran” Jawa Timur, nama Universitas Pembangunan Nasional “Veteran” Jawa Timur, nomor keputusan akreditasi UPN “Veteran” Jawa Timur dan/atau Program Studi, nomor transkrip akademik, nomor ijazah nasional, program sarjana, nama program studi, nama lengkap pemilik transkrip akademik, tempat dan tanggal lahir pemilik transkrip akademik, Nomor Induk Mahasiswa (NIM), tanggal, bulan, dan tahun kelulusan, tempat, tanggal, bulan dan tahun penerbitan transkrip akademik, nama, Nomor Induk Pegawai (NIP) dan tanda tangan Rektor dan Dekan, stempel UPN “Veteran” Jawa Timur, daftar semua nama mata kuliah yang ditempuh dan lulus, bobot SKS, dan nilai yang telah diperoleh mulai semester pertama sampai dengan semester akhir, IPK, dan predikat kelulusan.",53,2
administrasi hasil belajar,Apa saja informasi yang terkait dengan kegiatan belajar mahasiswa yang tercantum dalam transkrip akademik?,"Transkrip akademik juga memuat daftar semua nama mata kuliah yang ditempuh dan lulus, bobot SKS, dan nilai yang telah diperoleh mulai semester pertama sampai dengan semester akhir.",53,2
administrasi hasil belajar,Apakah semua mata kuliah yang ditempuh oleh mahasiswa harus dicantumkan dalam transkrip akademik?,"Ya, semua mata kuliah yang ditempuh oleh mahasiswa, termasuk yang mengulang dan yang diperoleh melalui transfer kredit (credit transfer) dan/atau perolehan kredit (credit earning ), harus dicantumkan dalam transkrip akademik.",53,3
administrasi hasil belajar,"Bagaimana dengan mata kuliah yang diperoleh melalui transfer kredit atau perolehan kredit, apakah juga harus dicantumkan?","Ya, mata kuliah yang diperoleh melalui transfer kredit (credit transfer) dan/atau perolehan kredit (credit earning ) juga harus dicantumkan dalam transkrip akademik.",53,3
administrasi hasil belajar,Apakah transkrip akademik dapat diterbitkan dalam bahasa lain selain Bahasa Indonesia dan Bahasa Inggris?,"Tidak, menurut teks tersebut, transkrip akademik hanya dapat diterbitkan dalam 2 (dua) bahasa, yaitu Bahasa Indonesia dan Bahasa Inggris.",53,4
administrasi hasil belajar,Apakah ada ketentuan tentang bahasa yang digunakan untuk menerbitkan transkrip akademik?,"Ya, teks tersebut menyebutkan bahwa transkrip akademik dapat diterbitkan dalam 2 (dua) bahasa, yaitu Bahasa Indonesia dan Bahasa Inggris.",53,4
administrasi hasil belajar,Apa yang ditandatangani oleh Rektor dan Dekan dalam transkrip akademik?,Transkrip akademik.,53,5
administrasi hasil belajar,"Apa yang mengatur prosedur penerbitan transkrip akademik di Universitas Pembangunan Nasional ""Veteran"" Jawa Timur?",Keputusan Rektor UPN “Veteran” Jawa Timur.,53,6
administrasi hasil belajar,"Apakah ada aturan khusus untuk penerbitan transkrip akademik di Universitas Pembangunan Nasional ""Veteran"" Jawa Timur?","Ya, prosedurnya diatur dalam Keputusan Rektor.",53,6
administrasi hasil belajar,Siapa yang bertindak sebagai penanda tangan legalisasi fotocopy atau salinan transkrip akademik?,"Wakil Rektor I (Bidang Akademik) dan / atau Dekan, atas nama Rektor.",53,7
administrasi hasil belajar,Apakah transkrip akademik akan diserahkan jika mahasiswa telah memenuhi semua persyaratan administrasi di tingkat fakultas dan/ atau di tingkat universitas?,"Ya, transkrip akademik akan diserahkan apabila mahasiswa yang telah memenuhi semua persyaratan administrasi di tingkat fakultas dan/ atau di tingkat universitas.",53,8
administrasi hasil belajar,Apakah SKPI diberikan kepada semua mahasiswa yang telah menyelesaikan program studi?,"Tidak, SKPI hanya diberikan kepada mahasiswa yang telah dinyatakan lulus dari suatu program studi.",54,1
administrasi hasil belajar,Bagaimana proses penetapan kelulusan untuk mendapatkan SKPI?,Proses penetapan kelulusan dilakukan setelah diputuskan dalam penetapan kelulusan.,54,1
administrasi hasil belajar,Apakah informasi yang terkandung dalam SKPI mencakup nomor seri ijazah?,"Ya, SKPI memuat informasi tentang nomor seri ijazah.",54,2
administrasi hasil belajar,Apakah tanggal penerbitan SKPI sama dengan tanggal penerbitan ijazah?,"Ya, tanggal penerbitan SKPI adalah tanggal penerbitan ijazah.",54,3
administrasi hasil belajar,Apa yang ditandatangani oleh Dekan dalam SKPI?,Dekan menandatangani SKPI.,54,4
administrasi hasil belajar,Apakah SKPI hanya diterbitkan sekali saja?,"Ya, SKPI diterbitkan satu kali bagi setiap lulusan.",54,5
administrasi hasil belajar,Bagaimana prosedur jika SKPI hilang atau rusak?,Pemilik SKPI dapat meminta duplikat SKPI.,54,6
administrasi hasil belajar,Apa yang harus dilakukan oleh pemilik SKPI jika SKPI mereka hilang atau rusak?,Mereka dapat meminta duplikat SKPI.,54,6
administrasi hasil belajar,Apa yang mengatur prosedur penerbitan dan duplikat SKPI di Universitas?,Keputusan Rektor UPN “Veteran” Jawa Timur.,54,7
administrasi hasil belajar,Siapa yang bertanggung jawab untuk menandatangani legalisasi fotocopy atau salinan SKPI?,Wakil Rektor I dan/atau Dekan.,54,8
administrasi hasil belajar,Apakah SKPI dapat diserahkan sebelum mahasiswa memenuhi semua persyaratan administrasi?,"Tidak, SKPI hanya dapat diserahkan setelah mahasiswa telah memenuhi semua persyaratan administrasi di tingkat fakultas dan/ atau di tingkat universitas.",54,9
penggantian ijazah,Bagaimana prosedur jika ijazah alumni rusak atau hilang?,Alumni dapat meminta diterbitkan Surat Keterangan Pengganti Ijazah.,55,1
penggantian ijazah,Apakah dapat diterbitkan surat keterangan perbaikan penulisan ijazah jika terdapat kesalahan dalam penulisan ijazah?,"Ya, dapat diterbitkan Surat Keterangan Perbaikan Penulisan Ijazah jika terdapat kesalahan dalam penulisan ijazah.",55,2
penggantian ijazah,Apa yang akan diterbitkan jika terdapat kesalahan dalam penulisan ijazah?,Surat Keterangan Perbaikan Penulisan Ijazah akan diterbitkan.,55,2
penggantian ijazah,Apa yang diminta oleh pemilik ijazah untuk mengajukan penerbitan Surat Keterangan Pengganti Ijazah?,"Pemilik ijazah harus melengkapi bukti-bukti kuat.

Context: penggantian ijazah",55,3
penggantian ijazah,Siapa yang diajukan oleh Dekan kepada Rektor untuk mengajukan penerbitan Surat Keterangan Pengganti Ijazah?,Penerbitan tersebut diajukan kepada Rektor.,55,3
pengelolaan data akademik,Apa saja bidang yang termasuk dalam pengelolaan data akademik?,"Bidang-bidang yang termasuk dalam pengelolaan data akademik adalah penerbitan, pengesahan, pengumuman, penyimpanan, kerahasiaan, dan kearsipan atas segala dokumen akademik.",56,1
pengelolaan data akademik,Siapa yang bertanggung jawab dalam mengelola data akademik di tingkat universitas?,Rektor atau pejabat yang ditugaskan.,56,2
pengelolaan data akademik,Siapa yang bertanggung jawab dalam mengelola data akademik di tingkat fakultas?,Dekan atau pejabat yang ditugaskan.,56,3
pengelolaan data akademik,Siapa yang bertanggung jawab terhadap pengelolaan data akademik di tingkat program studi?,Ketua Jurusan/Koordinator Program Studi atau pejabat yang ditugaskan.,56,4
pengelolaan data akademik,Apa tugas utama dalam pengelolaan data akademik di tingkat program studi?,Pengelolaan data akademik di tingkat program studi.,56,4
pengelolaan data akademik,"Apakah peraturan pengelolaan data akademik diatur oleh Peraturan Rektor UPN ""Veteran"" Jawa Timur?","Ya, peraturan pengelolaan data akademik akan diatur lebih lanjut dengan Peraturan Rektor UPN “Veteran” Jawa Timur.",56,5
pengelolaan data akademik,"Siapa yang bertanggung jawab atas pengaturan pengelolaan data akademik di UPN ""Veteran"" Jawa Timur?",Bertanggung jawab atas pengaturan pengelolaan data akademik adalah Rektor UPN “Veteran” Jawa Timur.,56,5
bimbingan dan konseling,Apa tujuan mahasiswa yang memiliki masalah akademik untuk melakukan bimbingan dan konseling?,Mahasiswa tersebut melakukan bimbingan dan konseling untuk menyelesaikan masalah-masalah akademiknya.,57,1
bimbingan dan konseling,Apakah pelaksanaan bimbingan dan konseling dapat dilakukan di universitas atau di tingkat fakultas/program studi?,"Ya, pelaksanaan bimbingan dan konseling dapat dilakukan di universitas atau di tingkat fakultas/program studi.",57,2
bimbingan dan konseling,Siapa yang bertanggung jawab atas pelaksanaan bimbingan dan konseling di tingkat universitas?,Unit Pelaksana Pelayanan Bimbingan dan Konseling Mahasiswa.,57,3
bimbingan dan konseling,Siapa yang bertanggung jawab atas pelaksanaan bimbingan dan konseling di tingkat fakultas/ program studi?,Pembimbing Akademik.,57,4
pelanggaran akademik,Apa saja contoh pelanggaran akademik ringan yang tidak boleh dilakukan oleh mahasiswa?,"Contoh pelanggaran akademik ringan adalah penyontekan dan/atau perbuatan curang, perbantuan atau percobaan perbantuan pelanggaran akademik ringan, serta penyertaan dalam pelanggaran akademik ringan.",58,1
pelanggaran akademik,Apa yang dimaksud dengan pelanggaran akademik sedang?,"Pelanggaran akademik sedang meliputi perjokian, pengulangan atas pelanggaran akademik ringan, percobaan perbantuan pelanggaran akademik sedang, dan penyertaan dalam pelanggaran akademik sedang.",58,2
pelanggaran akademik,Apa saja tindakan yang termasuk sebagai pelanggaran akademik berat?,"Tindakan-tindakan tersebut adalah plagiat, pemalsuan, gratifikasi dan penyuapan, penghinaan, tindak pidana yang diancam hukuman penjara 1 (satu) tahun atau lebih berdasarkan peraturan perundang-undangan yang berlaku, pengulangan atas pelanggaran akademik sedang, pelanggaran administrasi dan tata tertib berat, perbantuan atau percobaan perbantuan pelanggaran akademik berat, serta penyertaan dalam pelanggaran akademik berat.",58,3
pelanggaran akademik,Apakah ada jenis pelanggaran akademik yang dapat menyebabkan hukuman penjara?,"Ya, tindak pidana yang diancam hukuman penjara 1 (satu) tahun atau lebih berdasarkan peraturan perundang-undangan yang berlaku termasuk sebagai pelanggaran akademik berat.",58,3
pelanggaran akademik,Apa yang terjadi jika mahasiswa melakukan pelanggaran akademik ringan?,"Mahasiswa akan menerima peringatan keras secara lisan oleh dosen/panitia ujian atau secara tertulis oleh pimpinan fakultas/ketua departemen/program studi/ketua bagian.

Context: pelanggaran akademik",59,1
pelanggaran akademik,Apa sanksi yang diberikan kepada mahasiswa yang melakukan pelanggaran akademik sedang?,Mahasiswa akan dicabut hak izin mengikuti kegiatan akademik untuk sementara oleh pimpinan UPN “Veteran” Jawa Timur paling lama 2 (dua) semester.,59,1
pelanggaran akademik,Apa yang akan terjadi pada alumni yang terbukti melakukan pelanggaran akademik berat selama menempuh studi di UPN “Veteran” Jawa Timur?,"Alumni tersebut dapat kehilangan haknya untuk melanjutkan studi di UPN “Veteran” Jawa Timur dan menerima sanksi pencabutan ijazah, transkrip, dan SKPI.",59,2
pelanggaran akademik,Apa yang menentukan sanksi terhadap dosen atau tenaga administrasi yang terlibat dalam pelanggaran akademik?,Sanksi tersebut ditetapkan berdasarkan peraturan perundang-undangan yang berlaku.,59,3
pelanggaran akademik,Bagian apa dari Prosedur Penetapan Sanksi yang mengatur tentang sanksi terhadap dosen atau tenaga administrasi yang terlibat dalam pelanggaran akademik?,Sanksi tersebut diatur dalam Bagian Ketiga Prosedur Penetapan Sanksi.,59,3
pelanggaran akademik,Apa langkah-langkah yang harus dilakukan untuk menetapkan sanksi terhadap mahasiswa yang melakukan pelanggaran akademik ringan?,"Langkah-langkah yang harus dilakukan adalah penetapan bukti pelanggaran, konfirmasi bukti dan pelanggaran oleh dosen pengampu/Ketua Jurusan/Koordinator Program Studi, dan penetapan sanksi oleh dosen pengampu/Ketua Jurusan/Koordinator Program Studi.",60,1
pelanggaran akademik,Siapa yang bertugas untuk menyetujui bukti dan pelanggaran mahasiswa?,Dosen pengampu/Ketua Jurusan/Koordinator Program Studi bertugas untuk menyetujui bukti dan pelanggaran mahasiswa.,60,1
pelanggaran akademik,Siapa yang menunjuk tim pemeriksa untuk memeriksa dan mengumpulkan fakta/data/informasi terhadap dugaan pelanggaran akademik sedang dan/atau berat?,Dekan.,60,2
pelanggaran akademik,Siapa yang akan melaksanakan proses penyelesaian pelanggaran akademik setelah hasil pemeriksaan tim pemeriksa diserahkan kepada Dekan?,Pimpinan universitas beserta PPID akan membentuk tim penyelesaian pelanggaran akademik.,60,2
pelanggaran akademik,Bagaimana komposisi tim penyelesaian pelanggaran akademik yang dibentuk oleh pimpinan universitas dan PPID?,"Tim penyelesaian pelanggaran akademik terdiri atas pimpinan universitas, 3 orang pakar hukum, pimpinan fakultas pelapor, dan tenaga administrasi sebagai pencatat jalannya sidang.",60,2
pelanggaran akademik,Apakah mahasiswa yang diduga melakukan pelanggaran akademik sedang dan/atau berat memiliki hak untuk membela dirinya selama proses sidang?,"Ya, mahasiswa tersebut diberi hak untuk membela diri.",60,2
pelanggaran akademik,Apa yang dipertimbangkan oleh pimpinan universitas dalam memutuskan penjatuhan sanksi terhadap mahasiswa yang bersangkutan?,Pimpinan universitas mempertimbangkan bobot atau jenis pelanggaran akademik dan sanksi yang dapat dikenakan.,60,2
